languagerepresentation, length, time
Python_DEAP_numpy-BitVector, 16384, 0.7878370000000001
Python_DEAP_numpy-BitVector, 32768, 1.4393279999999997
Python_DEAP-List, 16, 0.16637999999999997
Python_DEAP-List, 32, 0.18061499999999997
Python_DEAP-List, 64, 0.20403300000000002
Python_DEAP-List, 128, 0.23601799999999995
Python_DEAP-List, 256, 0.29742199999999985
Python_DEAP-List, 512, 0.40170700000000004
Python_DEAP-List, 1024, 0.6080760000000001
Python_DEAP-List, 2048, 1.026938
Python_DEAP-List, 4096, 1.9763880000000005
Python_DEAP-List, 8192, 3.904108000000001
Python_DEAP-List, 16384, 7.840655
Python_DEAP-List, 32768, 15.57514100000000
Pascal-BitVector, 16, 0.03
Pascal-BitVector, 32, 0.03
Pascal-BitVector, 64, 0.04
Pascal-BitVector, 128, 0.05
Pascal-BitVector, 256, 0.09
Pascal-BitVector, 512, 0.16
Pascal-BitVector, 1024, 0.29
Pascal-BitVector, 2048, 0.61
Pascal-BitVector, 4096, 1.11
Pascal-BitVector, 8192, 2.24
Pascal-BitVector, 16384, 4.35
Dart-List, 16, 0.01598
Dart-List, 32, 0.016045
Dart-List, 64, 0.025532
Dart-List, 128, 0.041349
Dart-List, 256, 0.07335
Dart-List, 512, 0.141917
Dart-List, 1024, 0.278956
Dart-List, 2048, 0.566093
Dart-List, 4096, 1.251026
Dart-List, 8192, 3.224262
Dart-List, 16384, 6.642721
